username,password,password_hash,first_name,last_name,Department,Gender,HSC,SSC,Income,Hometown,Computer,Preparation,Gaming,Attendance,Job,English,Extra,Semester,Last,Overall
vpatel,A8f!aa@1,0eeaff7a05dd2a52806ebe1b033d0916ba603e051a2c73c1fe56f4f90d28c685,Vivek,Patel,Computer Science and Engineering,Male,3.83,4.83,"High (Above 50,000) ",Village,1,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,3rd,3.67,3.74
dgupta,114!10@1,85230f28b5377934c5d908c1477edfbf405d3dcbf497228e8c83b03409212e8f,Divya,Gupta,Computer Science and Engineering,Female,4.0,5.0,"Lower middle (15,000-30,000)",Village,3,2-3 Hours,2-3 Hours,80%-100%,No,3,No,11th,3.9,3.75
apatel,45a!6d@1,f59cec2e950eea894f5d55d649a56f7685a1504d63ea2843bb959c4258efe2f7,Anjali,Patel,Computer Science and Engineering,Female,4.0,5.0,"Low (Below 15,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,No,11th,3.61,3.75
dsharma,6fb!eb@1,c3189b3d69bfd95795a198e52bae5c0ea2e6fccbd4e6a9c9ebf5b75b5c0505f6,Dinesh,Sharma,Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000)",Village,4,0-1 Hour,More than 3 Hours,60%-79%,No,4,No,10th,4.0,3.75
vpatel,A8f!aa@1,0eeaff7a05dd2a52806ebe1b033d0916ba603e051a2c73c1fe56f4f90d28c685,Vikram,Patel,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,9th,4.0,3.75
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rahul,Sharma,Computer Science and Engineering,Male,3.42,5.0,"Upper middle (30,000-50,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,9th,4.0,3.75
vsharma,221!cb@1,2dcf15f92f4b487d81c5bae7e61cac050467d0cd55e6512444798373f7d202b9,Vivek,Sharma,Computer Science and Engineering,Male,4.08,4.39,"Upper middle (30,000-50,000)",Village,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,5th,4.0,3.75
vchoudhary,840!c2@1,3bf4c42bdf52f8a2a5f5ef84a525c5b5ca86427ab44fa77ad541560d42299fe5,Vikram,Choudhary,Computer Science and Engineering,Male,4.0,4.36,"High (Above 50,000) ",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,3rd,4.0,3.75
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rekha,Kumar,Computer Science and Engineering,Female,3.92,4.89,"Lower middle (15,000-30,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
ryadav,541!79@1,f540ef018134e6ecbc95fb6b8fce74f87af1040360a6e89aaea3a2eed8149c97,Rohit,Yadav,Computer Science and Engineering,Male,4.5,5.0,"Upper middle (30,000-50,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rekha,Patel,Computer Science and Engineering,Female,4.0,4.83,"High (Above 50,000)",Village,4,0-1 Hour,2-3 Hours,80%-100%,No,4,No,2nd,3.75,3.75
pgupta,475!81@1,4a1454554da1e393587702ec98bdd75e278c4483f22107730b9a17f24e2f821b,Pooja,Gupta,Computer Science and Engineering,Female,4.17,4.83,"Lower middle (15,000-30,000)",City,4,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
dsharma,6fb!eb@1,c3189b3d69bfd95795a198e52bae5c0ea2e6fccbd4e6a9c9ebf5b75b5c0505f6,Dinesh,Sharma,Computer Science and Engineering,Male,4.25,4.72,"High (Above 50,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,5,Yes,2nd,3.75,3.75
pkumar,6cd!a8@1,1728cea41d1b3b994fe760e9449f04f93440c2e851de1654e5d770a7a14b11fe,Pooja,Kumar,Computer Science and Engineering,Female,3.5,5.0,"Lower middle (15,000-30,000)",City,3,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rohit,Verma,Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000) ",City,5,0-1 Hour,2-3 Hours,80%-100%,Yes,2,No,2nd,3.75,3.75
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Sunita,Mishra,Computer Science and Engineering,Female,3.92,5.0,"Lower middle (15,000-30,000)",City,5,0-1 Hour,2-3 Hours,80%-100%,No,3,No,2nd,3.75,3.75
pchoudhary,24d!79@1,c574c79cf710cd584a4c8f5a9f710323eb536f931958ca4703ff10b9770220ce,Pooja,Choudhary,Computer Science and Engineering,Female,5.0,5.0,"Upper middle (30,000-50,000)",City,2,2-3 Hours,2-3 Hours,80%-100%,No,4,No,4th,3.66,3.76
ryadav,541!79@1,f540ef018134e6ecbc95fb6b8fce74f87af1040360a6e89aaea3a2eed8149c97,Rahul,Yadav,Computer Science and Engineering,Male,4.58,5.0,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,10th,3.89,3.78
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rekha,Singh,Computer Science and Engineering,Female,5.0,5.0,"Upper middle (30,000-50,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.88,3.78
dchoudhary,7c2!e3@1,4c8d140c31c9c2f30f5181688a3117884afc658112af88f84402df34aa218972,Dinesh,Choudhary,Computer Science and Engineering,Male,4.25,5.0,"High (Above 50,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,5th,3.88,3.78
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rahul,Verma,Computer Science and Engineering,Male,4.75,5.0,"Lower middle (15,000-30,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,Yes,3,Yes,10th,3.75,3.8
amishra,C00!22@1,1be133d2708397017bf645b4fc0f4e59940c43ca64e519b8f06fc0d2b69a644e,Amit,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,4,No,4th,3.9,3.8
averma,A1e!65@1,50377bf07c9a0ca2ba70c90d5187bcd872c118eafd4a769b87cf7614f350b2a5,Ankit,Verma,Computer Science and Engineering,Male,3.83,4.69,"Upper middle (30,000-50,000)",Village,5,0-1 Hour,2-3 Hours,80%-100%,No,4,No,10th,3.9,3.8
ppatel,74e!20@1,cbe047ca8882bb4f9b8a333149185a25887f84ea9cf33e4148dd4c32694176f8,Prakash,Patel,Computer Science and Engineering,Male,4.5,4.61,"High (Above 50,000)",City,5,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,6th,3.93,3.8
ksharma,1a3!49@1,b6e02a4a6696d2f78f539b19dc8620ae3ab259cfa4a5d8682fae002d1effd39e,Kavita,Sharma,Computer Science and Engineering,Female,4.42,4.77,"Low (Below 15,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,3rd,3.92,3.8
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Pooja,Yadav,Computer Science and Engineering,Female,4.08,5.0,"Lower middle (15,000-30,000)",Village,4,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
pjain,Aba!fe@1,49e65bfe327f6052b93e09edcd62008f6297dba69b53b06b053cd4c01d5a9472,Priya,Jain,Computer Science and Engineering,Female,4.08,4.82,"Lower middle (15,000-30,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
msharma,Cb6!61@1,a3f7a2afaa739eba28a4ad354c83636541ff2fc7b9ed226985d24bba866bbae4,Meera,Sharma,Computer Science and Engineering,Female,4.5,4.95,"Upper middle (30,000-50,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
sjain,Ad3!bd@1,170dcd51f2f558ea1ffcda323ba25750889ba10ddf99ee8f342291482d2d0cfb,Suresh,Jain,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
amishra,C00!22@1,1be133d2708397017bf645b4fc0f4e59940c43ca64e519b8f06fc0d2b69a644e,Ankit,Mishra,Computer Science and Engineering,Male,4.17,4.95,"Lower middle (15,000-30,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
mkumar,673!86@1,72b3ebdb5be768e84f8202e457dc0a58eb7f8086db3a373a034936c32eb57430,Meera,Kumar,Computer Science and Engineering,Female,4.17,5.0,"Lower middle (15,000-30,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
ssingh,C39!23@1,8f3513690e5ebcba64d5079a56ab7d15c05789baf91b123ed74b5dbf31d0a841,Sneha,Singh,Computer Science and Engineering,Female,4.33,4.59,"High (Above 50,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
dgupta,114!10@1,85230f28b5377934c5d908c1477edfbf405d3dcbf497228e8c83b03409212e8f,Dinesh,Gupta,Computer Science and Engineering,Male,3.83,5.0,"Lower middle (15,000-30,000)",City,4,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,2nd,3.81,3.81
vsharma,221!cb@1,2dcf15f92f4b487d81c5bae7e61cac050467d0cd55e6512444798373f7d202b9,Vikram,Sharma,Computer Science and Engineering,Male,4.42,4.68,"High (Above 50,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,2nd,3.84,3.84
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Suresh,Yadav,Computer Science and Engineering,Male,4.83,4.89,"Lower middle (15,000-30,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,No,4,No,5th,3.67,3.87
nverma,878!83@1,557e099b1bfd4baa846f3d3d15081d5cfbbfde29c4274ebdb322e0ae7e7a6c3d,Neha,Verma,Computer Science and Engineering,Female,5.0,4.61,"Lower middle (15,000-30,000)",Village,1,2-3 Hours,2-3 Hours,80%-100%,No,3,No,2nd,3.88,3.88
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Sunita,Yadav,Computer Science and Engineering,Female,4.08,5.0,"Low (Below 15,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Suresh,Mishra,Computer Science and Engineering,Male,4.5,4.89,"High (Above 50,000) ",Village,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
pjain,Aba!fe@1,49e65bfe327f6052b93e09edcd62008f6297dba69b53b06b053cd4c01d5a9472,Priya,Jain,Computer Science and Engineering,Female,5.0,5.0,"Lower middle (15,000-30,000)",City,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
rverma,852!90@1,51aabc905c874fb2e5c693b4b7d04bab16ceea1d99de71e418bb51aab8161a37,Rajesh,Verma,Computer Science and Engineering,Male,4.42,5.0,"High (Above 50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,Yes,5,No,2nd,3.88,3.88
sgupta,5de!f7@1,71fbd47921c9db9d21417d2d410f8aa1b93810d0d42afbadee907f7e5c65a001,Suresh,Gupta,Computer Science and Engineering,Male,4.25,5.0,"Low (Below 15,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
dgupta,114!10@1,85230f28b5377934c5d908c1477edfbf405d3dcbf497228e8c83b03409212e8f,Dinesh,Gupta,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.88,3.88
dsharma,6fb!eb@1,c3189b3d69bfd95795a198e52bae5c0ea2e6fccbd4e6a9c9ebf5b75b5c0505f6,Dinesh,Sharma,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,Yes,2nd,3.89,3.89
pmishra,1a6!96@1,43a3e2e56f247b0f067f7a2bc53456917a624dae73137224392751999d87f604,Pooja,Mishra,Computer Science and Engineering,Female,5.0,5.0,"Low (Below 15,000)",Village,1,More than 3 Hours,2-3 Hours,80%-100%,No,1,No,2nd,3.91,3.91
mkumar,673!86@1,72b3ebdb5be768e84f8202e457dc0a58eb7f8086db3a373a034936c32eb57430,Meera,Kumar,Computer Science and Engineering,Female,5.0,5.0,"High (Above 50,000)",Village,3,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,2nd,3.93,3.93
dmishra,9e8!d6@1,b1581f5d2797095c05fdfc2cb9246b2a3c5bbc4590bb58345bf051aad950e90e,Divya,Mishra,Computer Science and Engineering,Female,4.17,5.0,"High (Above 50,000)",City,4,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.94,3.94
pjain,Aba!fe@1,49e65bfe327f6052b93e09edcd62008f6297dba69b53b06b053cd4c01d5a9472,Priya,Jain,Computer Science and Engineering,Female,5.0,5.0,"Upper middle (30,000-50,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.97,3.94
syadav,52a!6b@1,7cdbca5219132f640c53fa56ce686203fbce00745582f8e2b7be53210ba6aef3,Suresh,Yadav,Computer Science and Engineering,Male,4.75,5.0,"Lower middle (15,000-30,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,10th,3.94,3.94
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rohit,Gupta,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,Yes,5,No,6th,3.98,3.94
ryadav,541!79@1,f540ef018134e6ecbc95fb6b8fce74f87af1040360a6e89aaea3a2eed8149c97,Rekha,Yadav,Computer Science and Engineering,Female,4.3,5.0,"Upper middle (30,000-50,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,6th,3.94,3.94
dyadav,C43!f1@1,a778e2277ace1032adcc77d81f22e7bdf0c12d331d41e93f9e8f44f5b76feddd,Dinesh,Yadav,Computer Science and Engineering,Male,3.81,4.39,"Upper middle (30,000-50,000)",Village,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
ayadav,3a4!dc@1,9c6c1ec57281f3fa0601414b868a46d661fda4f899a1953d46eddbc3c0dc04b0,Ankit,Yadav,Computer Science and Engineering,Male,4.0,4.39,"High (Above 50,000)  ",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
pgupta,475!81@1,4a1454554da1e393587702ec98bdd75e278c4483f22107730b9a17f24e2f821b,Pooja,Gupta,Computer Science and Engineering,Female,4.42,5.0,"High (Above 50,000)",City,3,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rajesh,Choudhary,Computer Science and Engineering,Male,4.17,4.82,"Lower middle (15,000-30,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
apatel,45a!6d@1,f59cec2e950eea894f5d55d649a56f7685a1504d63ea2843bb959c4258efe2f7,Amit,Patel,Computer Science and Engineering,Male,3.75,4.78,"Upper middle (30,000-50,000)",City,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rajesh,Jain,Computer Science and Engineering,Male,4.42,4.95,"Upper middle (30,000-50,000)",Village,2,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rekha,Choudhary,Computer Science and Engineering,Female,5.0,5.0,"High (Above 50,000)",Village,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rekha,Jain,Computer Science and Engineering,Female,4.0,4.68,"Lower middle (15,000-30,000)",City,5,2-3 Hours,0-1 Hour,80%-100%,No,3,Yes,2nd,3.94,3.94
vverma,A66!08@1,6caa7a1b48534accc73b3fac6473b7f4604b68652052dc866530171d15b9a672,Vikram,Verma,Computer Science and Engineering,Male,4.5,4.75,"Upper middle (30,000-50,000)",Village,1,More than 3 Hours,0-1 Hour,80%-100%,No,4,No,8th,4.0,3.95
dmishra,9e8!d6@1,b1581f5d2797095c05fdfc2cb9246b2a3c5bbc4590bb58345bf051aad950e90e,Dinesh,Mishra,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,No,4,Yes,4th,4.0,3.96
rmishra,43d!7a@1,1e3af4a490fe524dc604cedce2cabd9ae965dcd582e545bcdf8b0dcde818e31a,Rahul,Mishra,Computer Science and Engineering,Male,4.58,5.0,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,3,No,11th,4.0,3.98
vsingh,024!3a@1,80023e8e016ec81870907ee3e9d3c8284ea36df515dd12e63949011dbcb5883c,Vivek,Singh,Computer Science and Engineering,Male,5.0,5.0,"Upper middle (30,000-50,000)",City,5,0-1 Hour,More than 3 Hours,60%-79%,No,4,Yes,4th,4.0,4.0
pmishra,1a6!96@1,43a3e2e56f247b0f067f7a2bc53456917a624dae73137224392751999d87f604,Pooja,Mishra,Computer Science and Engineering,Female,5.0,5.0,"High (Above 50,000)",City,3,2-3 Hours,More than 3 Hours,80%-100%,No,4,No,3rd,4.0,4.0
rgupta,E08!18@1,03632429eee720389e149cd862773349f27ef308483a6105591d69a3f38f4b02,Rajesh,Gupta,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,No,2nd,4.0,4.0
vkumar,2bc!e6@1,03f84da3570a9c36ed9f6bf8ccb1f6e4469f441488f4eb0ce7234271c39e698a,Vivek,Kumar,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",Village,5,0-1 Hour,More than 3 Hours,80%-100%,No,3,No,2nd,4.0,4.0
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rohit,Sharma,Computer Science and Engineering,Male,5.0,5.0,"Low (Below 15,000)",City,3,2-3 Hours,2-3 Hours,80%-100%,No,3,No,2nd,4.0,4.0
asingh,62f!86@1,10db1b7dfd4a8730549bc47a58952a31ff463cfb7cb6815c687e4547b527d1b9,Amit,Singh,Computer Science and Engineering,Male,4.58,5.0,"High (Above 50,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
psharma,Fde!83@1,4c2c4fcaa4ad1b735bd1eba35413e6fb94ebb84d44550c5ebc49ce8b58d4aa7b,Priya,Sharma,Computer Science and Engineering,Female,4.92,5.0,"High (Above 50,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
rjain,F27!4f@1,3a90b862895b81262938392aaa14d39b5e0fe8fd662c0179b2ce44039b059d7c,Rajesh,Jain,Computer Science and Engineering,Male,4.33,5.0,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
vsharma,221!cb@1,2dcf15f92f4b487d81c5bae7e61cac050467d0cd55e6512444798373f7d202b9,Vivek,Sharma,Computer Science and Engineering,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
asharma,C5e!2e@1,a0c81e812c7fa6bf141b1c8441ae4d3f4508d3180827e0da425002a1c51651bb,Anjali,Sharma,Computer Science and Engineering,Female,5.0,5.0,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
ssingh,C39!23@1,8f3513690e5ebcba64d5079a56ab7d15c05789baf91b123ed74b5dbf31d0a841,Sneha,Singh,Computer Science and Engineering,Female,5.0,5.0,"Lower middle (15,000-30,000)",City,5,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
pverma,7d8!53@1,3f58c666b3669beea18005f8228155fe4cd0e8ebdb2289c977393dcf08061749,Priya,Verma,Computer Science and Engineering,Female,4.17,5.0,"Upper middle (30,000-50,000)",Village,4,0-1 Hour,More than 3 Hours,80%-100%,No,5,Yes,2nd,4.0,4.0
ryadav,541!79@1,f540ef018134e6ecbc95fb6b8fce74f87af1040360a6e89aaea3a2eed8149c97,Rahul,Yadav,Economics,Male,4.17,5.0,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,More than 3 Hours,80%-100%,No,3,Yes,11th,3.14,3.7
vmishra,672!e3@1,99fd5d9a2b85bd4ac107d39c1fa86b549421871c82b641e3351913f6260b039d,Vikram,Mishra,Economics,Male,4.75,4.83,"Low (Below 15,000)",Village,2,0-1 Hour,More than 3 Hours,60%-79%,No,2,Yes,4th,3.66,3.74
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Suresh,Mishra,Economics,Male,4.9,5.0,"High (Above 50,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,No,4,Yes,10th,3.8,3.75
vgupta,537!9f@1,a09d54669d8c44eadffd38c88f83dd42b94d1c20591bd0fd6596cc72239bd0c6,Vikram,Gupta,Economics,Male,5.0,4.83,"Lower middle (15,000-30,000)",Village,2,0-1 Hour,0-1 Hour,80%-100%,No,3,Yes,2nd,4.0,4.0
rsingh,C7d!6f@1,ee0fee2bda658eb09f021c5ec6fa4656fb2465b6091089d325415e4ca39692de,Rahul,Singh,Electrical and Electronic Engineering,Male,3.42,4.33,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,Yes,2,Yes,7th,3.83,2.97
pgupta,475!81@1,4a1454554da1e393587702ec98bdd75e278c4483f22107730b9a17f24e2f821b,Priya,Gupta,English,Female,3.5,4.2,"Upper middle (30,000-50,000)",City,2,More than 3 Hours,More than 3 Hours,60%-79%,No,2,Yes,6th,3.25,3.15
vkumar,2bc!e6@1,03f84da3570a9c36ed9f6bf8ccb1f6e4469f441488f4eb0ce7234271c39e698a,Vivek,Kumar,English,Male,4.33,4.39,"Lower middle (15,000-30,000)",Village,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,4th,3.25,3.32
rkumar,243!27@1,348cdc129ca4dd7fa5dd20a6dc2f5ffcebf805d8237baec2bec16d56b43fbd48,Rekha,Kumar,English,Female,4.5,4.0,"Upper middle (30,000-50,000)",City,2,2-3 Hours,0-1 Hour,60%-79%,No,3,Yes,7th,3.33,3.33
agupta,Efb!af@1,6ccd409166fd6d38660ca386877d7d64aabe1a2e93bbd7dd855b32717d8f0c23,Amit,Gupta,English,Male,3.58,4.88,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,60%-79%,No,4,Yes,11th,3.35,3.45
ssingh,C39!23@1,8f3513690e5ebcba64d5079a56ab7d15c05789baf91b123ed74b5dbf31d0a841,Sneha,Singh,English,Female,5.0,5.0,"Lower middle (15,000-30,000)",Village,1,More than 3 Hours,2-3 Hours,80%-100%,No,3,Yes,5th,3.43,3.47
agupta,Efb!af@1,6ccd409166fd6d38660ca386877d7d64aabe1a2e93bbd7dd855b32717d8f0c23,Anjali,Gupta,English,Female,5.0,5.0,"Low (Below 15,000)",Village,1,0-1 Hour,More than 3 Hours,80%-100%,No,5,No,3rd,3.55,3.47
smishra,59d!5a@1,d8ddf7f950219c43edfa8e805b6f9f723eee0d740c7c6f46639c71238bad73ea,Sneha,Mishra,English,Female,5.0,5.0,"Low (Below 15,000)",City,1,0-1 Hour,2-3 Hours,80%-100%,No,3,No,3rd,3.58,3.56
rchoudhary,81a!d4@1,50b6f63f64070012aff2b9c1d53dba48a6cf466b99c9ce6a3a969b0f33557862,Rohit,Choudhary,English,Male,4.25,4.41,"Upper middle (30,000-50,000)",Village,4,2-3 Hours,0-1 Hour,80%-100%,No,4,Yes,12th,3.66,3.6
ppatel,74e!20@1,cbe047ca8882bb4f9b8a333149185a25887f84ea9cf33e4148dd4c32694176f8,Priya,Patel,English,Female,4.25,5.0,"Lower middle (15,000-30,000)",Village,3,0-1 Hour,2-3 Hours,80%-100%,No,4,Yes,10th,3.75,3.68
rsharma,83c!4b@1,a44d4d97528b1c54e10df0c2d6d516b4ab19a73922fd859924125f1756facfe2,Rekha,Sharma,English,Female,4.25,5.0,"Lower middle (15,000-30,000)",City,4,2-3 Hours,2-3 Hours,80%-100%,No,4,No,10th,3.85,3.74
kpatel,4e7!9d@1,fa5722f3d50b131daa364fb8cb1d56aa8743eed142edebd66adb81db97b4e865,Kavita,Patel,English,Female,4.25,4.68,"High (Above 50,000)",City,5,More than 3 Hours,More than 3 Hours,80%-100%,No,5,Yes,3rd,3.71,3.75
dsingh,2bd!78@1,2e7bb4dd923f13e29473ec579ab875b5c7da9bcce1837ee5b72f2344274003e5,Dinesh,Singh,English,Male,5.0,5.0,"Lower middle (15,000-30,000)",City,2,0-1 Hour,0-1 Hour,80%-100%,No,4,Yes,4th,3.93,3.8
rpatel,Dd4!55@1,3af4b1633edfe7769a0fbc18d5be25da40aaa0f52a7259cfcd7179d05606f026,Rekha,Patel,English,Female,4.58,5.0,"Lower middle (15,000-30,000)",Village,5,2-3 Hours,More than 3 Hours,80%-100%,No,5,Yes,3rd,3.83,3.83
dkumar,8b6!80@1,b756de28bf1eb8ddceaa4598864084239ffc5f9c6da9c24edcf9385c81299c83,Dinesh,Kumar,English,Male,5.0,5.0,"Lower middle (15,000-30,000)",Village,2,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,4th,4.0,3.93
ajain,477!28@1,c94dee98f65a7f20d595e3d89c0eb6b1d473ab6a3319dde2ed098b8256911ddd,Amit,Jain,"Journalism, Communication and Media Studies",Male,3.27,4.82,"Upper middle (30,000-50,000)",City,2,0-1 Hour,2-3 Hours,40%-59%,No,3,Yes,2nd,2.25,2.25
ssharma,Aed!ae@1,c6842ebce1a5634ac10be81ba0127de49e0f85da0d5507bb4c4adabdfc7707ba,Sneha,Sharma,"Journalism, Communication and Media Studies",Female,4.67,4.56,"Upper middle (30,000-50,000)",City,3,2-3 Hours,More than 3 Hours,60%-79%,No,4,No,2nd,2.5,2.5
pyadav,F0f!1b@1,092f22edb89300db312411d54e4d5e37d252d736e1b2a2c59c3a72d5af80179a,Prakash,Yadav,"Journalism, Communication and Media Studies",Male,3.83,3.0,"Low (Below 15,000)",Village,2,2-3 Hours,More than 3 Hours,80%-100%,No,3,Yes,3rd,3.17,3.0
